,Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
4319,физ. лицо,списание средств,2657.17,безналичный,Минск,БелАгропромбанк-FRJY-926,07-02-2015,22:44:28,неправильный ввод пин-кода,да,83.4
4321,юр. лицо,списание средств,4254.26,безналичный,Гродно,МаксБанк-VZVE-526,21-03-2024,21:36:32,недостаточно средств,да,267.17
4328,юр. лицо,списание средств,4772.12,наличный,Витебск,Беларусбанк-AFHT-708,16-08-2023,07:58:36,успешно,да,124.86
4333,физ. лицо,списание средств,128.71,наличный,Могилев,Беларусбанк-YVFV-916,06-12-2006,13:59:02,успешно,да,10.16
4335,юр. лицо,списание средств,1486.69,безналичный,Брест,БелАгропромбанк-JZJD-514,15-08-2023,11:12:01,недостаточно средств,да,146.82
4337,физ. лицо,списание средств,4052.56,безналичный,Гомель,Белинвестбанк-YUEF-595,17-04-2013,07:06:21,успешно,да,43.99
4341,физ. лицо,списание средств,1680.71,наличный,Минск,Белинвестбанк-MVQK-883,11-03-2010,00:08:13,успешно,да,118.99
4348,физ. лицо,списание средств,1577.28,наличный,Гомель,Беларусбанк-AFJU-260,03-10-2013,16:17:49,неправильный ввод пин-кода,да,54.95
4350,юр. лицо,списание средств,1285.49,наличный,Минск,Беларусбанк-BAPH-065,16-07-2020,05:48:24,неправильный ввод пин-кода,да,45.27
4351,физ. лицо,списание средств,4283.0,наличный,Брест,Белинвестбанк-LYUK-479,26-05-2013,15:32:49,недостаточно средств,да,68.5
4353,юр. лицо,списание средств,4603.17,безналичный,Минск,Беларусбанк-JKAY-611,28-05-2002,23:34:36,недостаточно средств,да,374.3
4360,физ. лицо,списание средств,2201.09,безналичный,Минск,Белинвестбанк-ADAY-860,17-02-2006,04:32:10,неправильный ввод пин-кода,да,76.3
4364,юр. лицо,списание средств,4276.21,наличный,Минск,Белинвестбанк-WRVB-142,28-12-2015,06:45:15,недостаточно средств,да,109.57
4368,юр. лицо,списание средств,2727.26,наличный,Минск,Белинвестбанк-IPYA-460,27-01-2018,09:24:26,недостаточно средств,да,120.65
4372,физ. лицо,списание средств,3850.8,безналичный,Гомель,Приорбанк-KIGT-419,15-07-2003,07:55:30,недостаточно средств,да,192.97
4374,юр. лицо,списание средств,3259.88,безналичный,Гродно,БелАгропромбанк-VOJB-592,21-03-2004,05:00:36,неправильный ввод пин-кода,да,204.22
4376,юр. лицо,списание средств,1574.22,безналичный,Брест,МаксБанк-YPVE-464,30-01-2017,12:41:58,неправильный ввод пин-кода,да,126.97
4377,физ. лицо,списание средств,3783.66,безналичный,Могилев,Приорбанк-UBOG-970,25-06-2006,00:05:35,успешно,да,281.08
4379,физ. лицо,списание средств,2751.28,безналичный,Витебск,Белинвестбанк-QWSE-134,06-12-2009,03:15:49,недостаточно средств,да,265.47
4385,юр. лицо,списание средств,3891.93,безналичный,Гродно,БелАгропромбанк-IMRE-133,21-02-2007,11:04:20,неправильный ввод пин-кода,да,219.68
4393,юр. лицо,списание средств,1098.94,наличный,Витебск,Белинвестбанк-SGJG-678,23-05-2001,13:57:01,неправильный ввод пин-кода,да,77.25
4397,юр. лицо,списание средств,4434.7,безналичный,Брест,БелАгропромбанк-IDLI-887,26-06-2010,20:20:06,успешно,да,355.38
4405,физ. лицо,списание средств,2737.72,безналичный,Витебск,Беларусбанк-HZNN-053,28-03-2012,14:51:23,недостаточно средств,да,263.59
4407,юр. лицо,списание средств,86.74,наличный,Брест,Приорбанк-ARIU-622,04-12-2004,03:00:25,успешно,да,1.04
4408,физ. лицо,списание средств,1775.97,безналичный,Гомель,МаксБанк-GSQJ-175,17-12-2008,16:41:11,недостаточно средств,да,153.49
4410,физ. лицо,списание средств,906.97,безналичный,Могилев,Беларусбанк-FLWH-870,09-09-2021,18:39:59,успешно,да,68.39
4413,юр. лицо,списание средств,4118.79,наличный,Могилев,БелАгропромбанк-DPNG-380,06-12-2005,22:38:45,неправильный ввод пин-кода,да,388.27
4424,юр. лицо,списание средств,3057.01,наличный,Гомель,Приорбанк-RSWY-759,29-10-2003,23:55:29,успешно,да,222.83
4429,физ. лицо,списание средств,3213.94,безналичный,Гомель,Белинвестбанк-ZDHX-890,21-01-2001,00:18:45,успешно,да,171.09
4434,юр. лицо,списание средств,590.12,безналичный,Гомель,Приорбанк-AUIX-323,08-11-2006,09:02:37,неправильный ввод пин-кода,да,6.25
4435,физ. лицо,списание средств,2377.44,наличный,Гомель,МаксБанк-RQEC-893,10-09-2004,08:47:26,неправильный ввод пин-кода,да,43.07
4438,физ. лицо,списание средств,4290.3,наличный,Гомель,МаксБанк-IMSU-970,21-04-2001,10:42:55,недостаточно средств,да,103.65
4447,физ. лицо,списание средств,2001.95,безналичный,Витебск,Приорбанк-UBHC-313,11-11-2023,02:29:20,успешно,да,45.03
4448,юр. лицо,списание средств,131.08,безналичный,Минск,БелАгропромбанк-CLAV-191,12-12-2019,16:15:55,неправильный ввод пин-кода,да,9.19
4449,физ. лицо,списание средств,3553.29,наличный,Минск,Приорбанк-VBTN-454,11-11-2021,14:54:13,успешно,да,42.31
4456,юр. лицо,списание средств,2211.21,наличный,Витебск,Приорбанк-XIZU-809,01-01-2021,10:21:49,неправильный ввод пин-кода,да,150.48
4460,юр. лицо,списание средств,349.12,безналичный,Гродно,Приорбанк-GWNI-909,18-04-2021,22:16:52,недостаточно средств,да,27.46
4464,юр. лицо,списание средств,1720.9,безналичный,Гомель,БелАгропромбанк-JWPA-547,18-09-2000,03:22:45,успешно,да,30.61
4468,физ. лицо,списание средств,4549.47,наличный,Минск,Белинвестбанк-YLTS-810,08-09-2017,11:13:05,неправильный ввод пин-кода,да,190.54
4471,юр. лицо,списание средств,4731.91,безналичный,Брест,Белинвестбанк-HFVU-871,09-08-2003,00:19:46,недостаточно средств,да,444.94
